scenario_id,country_slug,model_id,model_name,shock_value,baseline_score,confidence_decomposition,baseline_date,model_version,formula_version,calculation_date,calculation_timestamp,input_observation_ids,transmission_chain,limitations,interpretation_boundary,status,scenario_score,score_change,confidence,adjusted_input,unavailable_reason
"inflation_resurgence","romania","household_economic_pressure","居民经济压力指数","2","54.5","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":0,""aggregate"":90,""label"":""high""}","2025","v0.50.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""macro:romania:hicp_inflation:2025"",""macro:romania:unemployment_rate:2025""]","[""基线 HICP"",""通胀冲击假设"",""调整后 HICP"",""居民经济压力模型重算"",""情景差值""]","[""冲击幅度由用户设定，不是平台对未来通胀的预测。"",""模型暂未纳入实际工资、住房成本和居民能源账单。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","64.5","10","medium","{""indicator_id"":""hicp_inflation"",""indicator_name"":""CPI / HICP 通胀率"",""observation_id"":""macro:romania:hicp_inflation:2025"",""year"":2025,""baseline_value"":6.8,""shock_value"":2,""adjusted_value"":8.8,""unit"":""%"",""normalized_baseline"":68,""normalized_adjusted"":88,""weight"":0.5,""source_name"":""Eurostat prc_hicp_aind / INSSE TEMPO Online"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=RO&coicop=CP00&unit=RCH_A_AVG"",""source_reliability"":""A""}",
"eu_funds_delay","romania","fiscal_pressure","财政压力指数","1","64.1","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":0,""aggregate"":90,""label"":""high""}","2025","v0.50.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:romania:fiscal_balance_gdp:2025"",""parity:romania:government_debt_gdp:2025""]","[""基线财政余额/GDP"",""欧盟资金延迟假设"",""财政余额恶化幅度"",""财政压力模型重算"",""情景差值""]","[""平台没有估计欧盟资金延迟与财政余额之间的经验系数；财政余额变化完全由用户设定。"",""该情景不改变债务、融资成本或实际拨款观测值。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","69.1","5","low","{""indicator_id"":""fiscal_balance_gdp"",""indicator_name"":""财政赤字/GDP"",""observation_id"":""parity:romania:fiscal_balance_gdp:2025"",""year"":2025,""baseline_value"":-7.9,""shock_value"":-1,""adjusted_value"":-8.9,""unit"":""% GDP"",""normalized_baseline"":79,""normalized_adjusted"":89,""weight"":0.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=B9&geo=RO&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""}",
"energy_price_shock","romania","industrial_dependency","产业依赖指数","20","31.7","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":33,""regional_context_coverage"":100,""project_event_evidence_quality"":100,""aggregate"":87,""label"":""high""}","2024","v0.70.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:romania:manufacturing_share_gdp:2024"",""parity:romania:automotive_export_share:2024"",""transmission:romania:germany_export_dependence:2024"",""transmission:romania:industrial_electricity_price:2024""]","[""工业电价基线"",""能源价格涨幅假设"",""调整后工业电价"",""产业依赖模型重算"",""情景差值""]","[""能源进口依赖是结构指标，未被当作能源价格输入。"",""该情景只调整工业电价，不估计企业对冲、补贴、合同期限或向终端价格的传导。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","33.6","1.9","low","{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:romania:industrial_electricity_price:2024"",""year"":2024,""baseline_value"":0.19445,""shock_value"":20,""adjusted_value"":0.233,""unit"":""欧元/kWh"",""normalized_baseline"":31.5,""normalized_adjusted"":44.3,""weight"":0.15,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=RO&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""source_reliability"":""A""}",
"germany_demand_slowdown","romania","industrial_dependency","产业依赖指数","-5","31.7","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":0,""aggregate"":90,""label"":""high""}","2024","v0.70.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:romania:manufacturing_share_gdp:2024"",""parity:romania:automotive_export_share:2024"",""transmission:romania:germany_export_dependence:2024"",""transmission:romania:industrial_electricity_price:2024""]","[""对德国出口依赖基线"",""德国需求降幅假设"",""压力调整后德国暴露"",""产业依赖模型重算"",""情景差值""]","[""对德国出口依赖来自双边货物出口占比，不以总出口规模替代。"",""压力暴露增量是公开的算术假设，不是估计的贸易弹性、产出损失或 GDP 预测。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","32.8","1.1","low","{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:romania:germany_export_dependence:2024"",""year"":2024,""baseline_value"":20.542,""shock_value"":-5,""adjusted_value"":21.569,""unit"":""% exports"",""normalized_baseline"":35.1,""normalized_adjusted"":38.6,""weight"":0.3,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""}",
"inflation_resurgence","slovenia","household_economic_pressure","居民经济压力指数","2","22","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":0,""aggregate"":90,""label"":""high""}","2025","v0.50.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""macro:slovenia:hicp_inflation:2025"",""macro:slovenia:unemployment_rate:2025""]","[""基线 HICP"",""通胀冲击假设"",""调整后 HICP"",""居民经济压力模型重算"",""情景差值""]","[""冲击幅度由用户设定，不是平台对未来通胀的预测。"",""模型暂未纳入实际工资、住房成本和居民能源账单。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","32","10","medium","{""indicator_id"":""hicp_inflation"",""indicator_name"":""CPI / HICP 通胀率"",""observation_id"":""macro:slovenia:hicp_inflation:2025"",""year"":2025,""baseline_value"":2.5,""shock_value"":2,""adjusted_value"":4.5,""unit"":""%"",""normalized_baseline"":25,""normalized_adjusted"":45,""weight"":0.5,""source_name"":""Eurostat prc_hicp_aind / SURS SiStat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=SI&coicop=CP00&unit=RCH_A_AVG"",""source_reliability"":""A""}",
"eu_funds_delay","slovenia","fiscal_pressure","财政压力指数","1","41.1","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":0,""aggregate"":90,""label"":""high""}","2025","v0.50.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:slovenia:fiscal_balance_gdp:2025"",""parity:slovenia:government_debt_gdp:2025""]","[""基线财政余额/GDP"",""欧盟资金延迟假设"",""财政余额恶化幅度"",""财政压力模型重算"",""情景差值""]","[""平台没有估计欧盟资金延迟与财政余额之间的经验系数；财政余额变化完全由用户设定。"",""该情景不改变债务、融资成本或实际拨款观测值。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","46.1","5","low","{""indicator_id"":""fiscal_balance_gdp"",""indicator_name"":""财政赤字/GDP"",""observation_id"":""parity:slovenia:fiscal_balance_gdp:2025"",""year"":2025,""baseline_value"":-2.5,""shock_value"":-1,""adjusted_value"":-3.5,""unit"":""% GDP"",""normalized_baseline"":25,""normalized_adjusted"":35,""weight"":0.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=B9&geo=SI&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""}",
"energy_price_shock","slovenia","industrial_dependency","产业依赖指数","20","24.1","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":33,""regional_context_coverage"":100,""project_event_evidence_quality"":80,""aggregate"":85,""label"":""high""}","2024","v0.70.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:slovenia:manufacturing_share_gdp:2024"",""parity:slovenia:automotive_export_share:2024"",""transmission:slovenia:germany_export_dependence:2024"",""transmission:slovenia:industrial_electricity_price:2024""]","[""工业电价基线"",""能源价格涨幅假设"",""调整后工业电价"",""产业依赖模型重算"",""情景差值""]","[""能源进口依赖是结构指标，未被当作能源价格输入。"",""该情景只调整工业电价，不估计企业对冲、补贴、合同期限或向终端价格的传导。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","26.2","2.1","low","{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:slovenia:industrial_electricity_price:2024"",""year"":2024,""baseline_value"":0.2152,""shock_value"":20,""adjusted_value"":0.258,""unit"":""欧元/kWh"",""normalized_baseline"":38.4,""normalized_adjusted"":52.7,""weight"":0.15,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=SI&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""source_reliability"":""A""}",
"germany_demand_slowdown","slovenia","industrial_dependency","产业依赖指数","-5","24.1","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":80,""aggregate"":98,""label"":""high""}","2024","v0.70.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:slovenia:manufacturing_share_gdp:2024"",""parity:slovenia:automotive_export_share:2024"",""transmission:slovenia:germany_export_dependence:2024"",""transmission:slovenia:industrial_electricity_price:2024""]","[""对德国出口依赖基线"",""德国需求降幅假设"",""压力调整后德国暴露"",""产业依赖模型重算"",""情景差值""]","[""对德国出口依赖来自双边货物出口占比，不以总出口规模替代。"",""压力暴露增量是公开的算术假设，不是估计的贸易弹性、产出损失或 GDP 预测。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","24.7","0.6","low","{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:slovenia:germany_export_dependence:2024"",""year"":2024,""baseline_value"":11.876,""shock_value"":-5,""adjusted_value"":12.47,""unit"":""% exports"",""normalized_baseline"":6.3,""normalized_adjusted"":8.2,""weight"":0.3,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""}",
"inflation_resurgence","serbia","household_economic_pressure","居民经济压力指数","2",,"{""baseline_data_completeness"":50,""model_eligibility"":0,""direct_transmission_coverage"":0,""regional_context_coverage"":0,""project_event_evidence_quality"":0,""aggregate"":18,""label"":""low""}","2025","v0.50.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""macro:serbia:unemployment_rate:2025""]","[""基线 HICP"",""通胀冲击假设"",""调整后 HICP"",""居民经济压力模型重算"",""情景差值""]","[""冲击幅度由用户设定，不是平台对未来通胀的预测。"",""模型暂未纳入实际工资、住房成本和居民能源账单。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","unavailable",,,"not_available",,"该国基线模型输入不足，不能输出情景分数。"
"eu_funds_delay","serbia","fiscal_pressure","财政压力指数","1",,"{""baseline_data_completeness"":0,""model_eligibility"":0,""direct_transmission_coverage"":0,""regional_context_coverage"":0,""project_event_evidence_quality"":0,""aggregate"":0,""label"":""not_available""}",,"v0.50.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[]","[""基线财政余额/GDP"",""欧盟资金延迟假设"",""财政余额恶化幅度"",""财政压力模型重算"",""情景差值""]","[""平台没有估计欧盟资金延迟与财政余额之间的经验系数；财政余额变化完全由用户设定。"",""该情景不改变债务、融资成本或实际拨款观测值。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","unavailable",,,"not_available",,"该国家不在此情景第一版的适用范围内。"
"energy_price_shock","serbia","industrial_dependency","产业依赖指数","20","22.5","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":33,""regional_context_coverage"":0,""project_event_evidence_quality"":100,""aggregate"":77,""label"":""medium""}","2024","v0.70.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:serbia:manufacturing_share_gdp:2024"",""parity:serbia:automotive_export_share:2024"",""transmission:serbia:germany_export_dependence:2024"",""transmission:serbia:industrial_electricity_price:2024""]","[""工业电价基线"",""能源价格涨幅假设"",""调整后工业电价"",""产业依赖模型重算"",""情景差值""]","[""能源进口依赖是结构指标，未被当作能源价格输入。"",""该情景只调整工业电价，不估计企业对冲、补贴、合同期限或向终端价格的传导。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","24.2","1.7","low","{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:serbia:industrial_electricity_price:2024"",""year"":2024,""baseline_value"":0.1714,""shock_value"":20,""adjusted_value"":0.206,""unit"":""欧元/kWh"",""normalized_baseline"":23.8,""normalized_adjusted"":35.3,""weight"":0.15,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=RS&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""source_reliability"":""A""}",
"germany_demand_slowdown","serbia","industrial_dependency","产业依赖指数","-5","22.5","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":0,""project_event_evidence_quality"":100,""aggregate"":90,""label"":""high""}","2024","v0.70.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:serbia:manufacturing_share_gdp:2024"",""parity:serbia:automotive_export_share:2024"",""transmission:serbia:germany_export_dependence:2024"",""transmission:serbia:industrial_electricity_price:2024""]","[""对德国出口依赖基线"",""德国需求降幅假设"",""压力调整后德国暴露"",""产业依赖模型重算"",""情景差值""]","[""对德国出口依赖来自双边货物出口占比，不以总出口规模替代。"",""压力暴露增量是公开的算术假设，不是估计的贸易弹性、产出损失或 GDP 预测。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","23.3","0.8","low","{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:serbia:germany_export_dependence:2024"",""year"":2024,""baseline_value"":15.483,""shock_value"":-5,""adjusted_value"":16.257,""unit"":""% exports"",""normalized_baseline"":18.3,""normalized_adjusted"":20.9,""weight"":0.3,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""}",
"inflation_resurgence","austria","household_economic_pressure","居民经济压力指数","2","36.5","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":0,""aggregate"":90,""label"":""high""}","2025","v0.50.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""macro:austria:hicp_inflation:2025"",""macro:austria:unemployment_rate:2025""]","[""基线 HICP"",""通胀冲击假设"",""调整后 HICP"",""居民经济压力模型重算"",""情景差值""]","[""冲击幅度由用户设定，不是平台对未来通胀的预测。"",""模型暂未纳入实际工资、住房成本和居民能源账单。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","46.5","10","medium","{""indicator_id"":""hicp_inflation"",""indicator_name"":""CPI / HICP 通胀率"",""observation_id"":""macro:austria:hicp_inflation:2025"",""year"":2025,""baseline_value"":3.6,""shock_value"":2,""adjusted_value"":5.6,""unit"":""%"",""normalized_baseline"":36,""normalized_adjusted"":56,""weight"":0.5,""source_name"":""Eurostat prc_hicp_aind / Statistics Austria STATcube"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=AT&coicop=CP00&unit=RCH_A_AVG"",""source_reliability"":""A""}",
"eu_funds_delay","austria","fiscal_pressure","财政压力指数","1","59.4","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":0,""aggregate"":90,""label"":""high""}","2025","v0.50.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:austria:fiscal_balance_gdp:2025"",""parity:austria:government_debt_gdp:2025""]","[""基线财政余额/GDP"",""欧盟资金延迟假设"",""财政余额恶化幅度"",""财政压力模型重算"",""情景差值""]","[""平台没有估计欧盟资金延迟与财政余额之间的经验系数；财政余额变化完全由用户设定。"",""该情景不改变债务、融资成本或实际拨款观测值。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","64.4","5","low","{""indicator_id"":""fiscal_balance_gdp"",""indicator_name"":""财政赤字/GDP"",""observation_id"":""parity:austria:fiscal_balance_gdp:2025"",""year"":2025,""baseline_value"":-4.2,""shock_value"":-1,""adjusted_value"":-5.2,""unit"":""% GDP"",""normalized_baseline"":42,""normalized_adjusted"":52,""weight"":0.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=B9&geo=AT&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""}",
"energy_price_shock","austria","industrial_dependency","产业依赖指数","20","36.2","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":33,""regional_context_coverage"":100,""project_event_evidence_quality"":80,""aggregate"":85,""label"":""high""}","2024","v0.70.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:austria:manufacturing_share_gdp:2024"",""parity:austria:automotive_export_share:2024"",""transmission:austria:germany_export_dependence:2024"",""transmission:austria:industrial_electricity_price:2024""]","[""工业电价基线"",""能源价格涨幅假设"",""调整后工业电价"",""产业依赖模型重算"",""情景差值""]","[""能源进口依赖是结构指标，未被当作能源价格输入。"",""该情景只调整工业电价，不估计企业对冲、补贴、合同期限或向终端价格的传导。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","38.5","2.3","low","{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:austria:industrial_electricity_price:2024"",""year"":2024,""baseline_value"":0.23955,""shock_value"":20,""adjusted_value"":0.287,""unit"":""欧元/kWh"",""normalized_baseline"":46.5,""normalized_adjusted"":62.3,""weight"":0.15,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=AT&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""source_reliability"":""A""}",
"germany_demand_slowdown","austria","industrial_dependency","产业依赖指数","-5","36.2","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":80,""aggregate"":98,""label"":""high""}","2024","v0.70.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:austria:manufacturing_share_gdp:2024"",""parity:austria:automotive_export_share:2024"",""transmission:austria:germany_export_dependence:2024"",""transmission:austria:industrial_electricity_price:2024""]","[""对德国出口依赖基线"",""德国需求降幅假设"",""压力调整后德国暴露"",""产业依赖模型重算"",""情景差值""]","[""对德国出口依赖来自双边货物出口占比，不以总出口规模替代。"",""压力暴露增量是公开的算术假设，不是估计的贸易弹性、产出损失或 GDP 预测。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","37.6","1.4","low","{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:austria:germany_export_dependence:2024"",""year"":2024,""baseline_value"":29.653,""shock_value"":-5,""adjusted_value"":31.136,""unit"":""% exports"",""normalized_baseline"":65.5,""normalized_adjusted"":70.5,""weight"":0.3,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""}",
"inflation_resurgence","croatia","household_economic_pressure","居民经济压力指数","2","36.5","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":0,""aggregate"":90,""label"":""high""}","2025","v0.50.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""macro:croatia:hicp_inflation:2025"",""macro:croatia:unemployment_rate:2025""]","[""基线 HICP"",""通胀冲击假设"",""调整后 HICP"",""居民经济压力模型重算"",""情景差值""]","[""冲击幅度由用户设定，不是平台对未来通胀的预测。"",""模型暂未纳入实际工资、住房成本和居民能源账单。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","46.5","10","medium","{""indicator_id"":""hicp_inflation"",""indicator_name"":""CPI / HICP 通胀率"",""observation_id"":""macro:croatia:hicp_inflation:2025"",""year"":2025,""baseline_value"":4.4,""shock_value"":2,""adjusted_value"":6.4,""unit"":""%"",""normalized_baseline"":44,""normalized_adjusted"":64,""weight"":0.5,""source_name"":""Eurostat prc_hicp_aind / Croatian Bureau of Statistics Database"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=HR&coicop=CP00&unit=RCH_A_AVG"",""source_reliability"":""A""}",
"eu_funds_delay","croatia","fiscal_pressure","财政压力指数","1","37.7","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":100,""aggregate"":100,""label"":""high""}","2025","v0.50.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:croatia:fiscal_balance_gdp:2025"",""parity:croatia:government_debt_gdp:2025""]","[""基线财政余额/GDP"",""欧盟资金延迟假设"",""财政余额恶化幅度"",""财政压力模型重算"",""情景差值""]","[""平台没有估计欧盟资金延迟与财政余额之间的经验系数；财政余额变化完全由用户设定。"",""该情景不改变债务、融资成本或实际拨款观测值。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","42.7","5","low","{""indicator_id"":""fiscal_balance_gdp"",""indicator_name"":""财政赤字/GDP"",""observation_id"":""parity:croatia:fiscal_balance_gdp:2025"",""year"":2025,""baseline_value"":-3,""shock_value"":-1,""adjusted_value"":-4,""unit"":""% GDP"",""normalized_baseline"":30,""normalized_adjusted"":40,""weight"":0.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=B9&geo=HR&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""}",
"energy_price_shock","croatia","industrial_dependency","产业依赖指数","20","15.8","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":33,""regional_context_coverage"":100,""project_event_evidence_quality"":0,""aggregate"":77,""label"":""medium""}","2023","v0.70.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:croatia:manufacturing_share_gdp:2023"",""parity:croatia:automotive_export_share:2023"",""transmission:croatia:germany_export_dependence:2023"",""transmission:croatia:industrial_electricity_price:2023""]","[""工业电价基线"",""能源价格涨幅假设"",""调整后工业电价"",""产业依赖模型重算"",""情景差值""]","[""能源进口依赖是结构指标，未被当作能源价格输入。"",""该情景只调整工业电价，不估计企业对冲、补贴、合同期限或向终端价格的传导。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","18.8","3","low","{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:croatia:industrial_electricity_price:2023"",""year"":2023,""baseline_value"":0.2975,""shock_value"":20,""adjusted_value"":0.357,""unit"":""欧元/kWh"",""normalized_baseline"":65.8,""normalized_adjusted"":85.7,""weight"":0.15,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=HR&sinceTimePeriod=2023-S1&untilTimePeriod=2023-S1"",""source_reliability"":""A""}",
"germany_demand_slowdown","croatia","industrial_dependency","产业依赖指数","-5","15.8","{""baseline_data_completeness"":100,""model_eligibility"":100,""direct_transmission_coverage"":100,""regional_context_coverage"":100,""project_event_evidence_quality"":0,""aggregate"":90,""label"":""high""}","2023","v0.70.0","v0.90.0","2026-08-15","2026-08-15T00:00:00Z","[""parity:croatia:manufacturing_share_gdp:2023"",""parity:croatia:automotive_export_share:2023"",""transmission:croatia:germany_export_dependence:2023"",""transmission:croatia:industrial_electricity_price:2023""]","[""对德国出口依赖基线"",""德国需求降幅假设"",""压力调整后德国暴露"",""产业依赖模型重算"",""情景差值""]","[""对德国出口依赖来自双边货物出口占比，不以总出口规模替代。"",""压力暴露增量是公开的算术假设，不是估计的贸易弹性、产出损失或 GDP 预测。""]","情景结果是基于用户假设的条件式比较，不是预测、风险真值或未来事实。","available","16.4","0.6","low","{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:croatia:germany_export_dependence:2023"",""year"":2023,""baseline_value"":12.212,""shock_value"":-5,""adjusted_value"":12.823,""unit"":""% exports"",""normalized_baseline"":7.4,""normalized_adjusted"":9.4,""weight"":0.3,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2023&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""}",
