model_id,model_version,country,country_slug,score,direction,trend_change,main_drivers,data_completeness,availability,confidence,calculation_date,input_year,input_observation_ids,missing_indicator_ids,inputs,related_event_ids,interpretation_boundary
"industrial_dependency","v0.70.0","斯洛文尼亚","slovenia","24.1","falling","-3.8","[""制造业占 GDP 比重：贡献 15.7 分"",""工业电价：贡献 5.8 分""]","100","sufficient","medium","2026-08-11","2024","[""parity:slovenia:manufacturing_share_gdp:2024"",""parity:slovenia:automotive_export_share:2024"",""transmission:slovenia:germany_export_dependence:2024"",""transmission:slovenia:industrial_electricity_price:2024""]","[]","[{""indicator_id"":""manufacturing_share_gdp"",""indicator_name"":""制造业占 GDP 比重"",""observation_id"":""parity:slovenia:manufacturing_share_gdp:2024"",""year"":2024,""raw_value"":19.4,""unit"":""%"",""normalized_score"":62.7,""weight"":0.25,""weighted_contribution"":15.7,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=SI&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""automotive_export_share"",""indicator_name"":""汽车产业出口占比"",""observation_id"":""parity:slovenia:automotive_export_share:2024"",""year"":2024,""raw_value"":5.96,""unit"":""%"",""normalized_score"":2.4,""weight"":0.3,""weighted_contribution"":0.7,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=SI&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:slovenia:germany_export_dependence:2024"",""year"":2024,""raw_value"":11.876,""unit"":""% exports"",""normalized_score"":6.3,""weight"":0.3,""weighted_contribution"":1.9,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""},{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:slovenia:industrial_electricity_price:2024"",""year"":2024,""raw_value"":0.2152,""unit"":""欧元/kWh"",""normalized_score"":38.4,""weight"":0.15,""weighted_contribution"":5.8,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=SI&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"household_economic_pressure","v0.50.0","塞尔维亚","serbia",,"not_available",,"[""失业率：贡献 33.5 分""]","50","insufficient","not_available","2026-08-11","2025","[""macro:serbia:unemployment_rate:2025""]","[""hicp_inflation""]","[{""indicator_id"":""unemployment_rate"",""indicator_name"":""失业率"",""observation_id"":""macro:serbia:unemployment_rate:2025"",""year"":2025,""raw_value"":8.7,""unit"":""%"",""normalized_score"":67,""weight"":0.5,""weighted_contribution"":33.5,""source_name"":""Eurostat une_rt_a / Statistical Office of Serbia Data"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=RS&sex=T&age=Y15-74&unit=PC_ACT"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"fiscal_pressure","v0.50.0","塞尔维亚","serbia",,"not_available",,"[]","0","insufficient","not_available","2026-08-11",,"[]","[""fiscal_balance_gdp"",""government_debt_gdp""]","[]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"external_vulnerability","v0.50.0","塞尔维亚","serbia",,"not_available",,"[""能源进口依赖：贡献 17.3 分""]","50","insufficient","not_available","2026-08-11","2024","[""parity:serbia:energy_import_dependency:2024""]","[""current_account_gdp""]","[{""indicator_id"":""energy_import_dependency"",""indicator_name"":""能源进口依赖"",""observation_id"":""parity:serbia:energy_import_dependency:2024"",""year"":2024,""raw_value"":40.793,""unit"":""%"",""normalized_score"":34.7,""weight"":0.5,""weighted_contribution"":17.3,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?lang=en&freq=A&unit=PC&siec=TOTAL&geo=RS&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"industrial_dependency","v0.70.0","塞尔维亚","serbia","22.5","stable","-0.2","[""汽车产业出口占比：贡献 8.9 分"",""对德国出口依赖：贡献 5.5 分""]","100","sufficient","medium","2026-08-11","2024","[""parity:serbia:manufacturing_share_gdp:2024"",""parity:serbia:automotive_export_share:2024"",""transmission:serbia:germany_export_dependence:2024"",""transmission:serbia:industrial_electricity_price:2024""]","[]","[{""indicator_id"":""manufacturing_share_gdp"",""indicator_name"":""制造业占 GDP 比重"",""observation_id"":""parity:serbia:manufacturing_share_gdp:2024"",""year"":2024,""raw_value"":12.7,""unit"":""%"",""normalized_score"":18,""weight"":0.25,""weighted_contribution"":4.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=RS&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""automotive_export_share"",""indicator_name"":""汽车产业出口占比"",""observation_id"":""parity:serbia:automotive_export_share:2024"",""year"":2024,""raw_value"":16.901,""unit"":""%"",""normalized_score"":29.8,""weight"":0.3,""weighted_contribution"":8.9,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=RS&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:serbia:germany_export_dependence:2024"",""year"":2024,""raw_value"":15.483,""unit"":""% exports"",""normalized_score"":18.3,""weight"":0.3,""weighted_contribution"":5.5,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""},{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:serbia:industrial_electricity_price:2024"",""year"":2024,""raw_value"":0.1714,""unit"":""欧元/kWh"",""normalized_score"":23.8,""weight"":0.15,""weighted_contribution"":3.6,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=RS&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"household_economic_pressure","v0.50.0","奥地利","austria","36.5","rising","6","[""失业率：贡献 18.5 分"",""CPI / HICP 通胀率：贡献 18.0 分""]","100","sufficient","medium","2026-08-11","2025","[""macro:austria:hicp_inflation:2025"",""macro:austria:unemployment_rate:2025""]","[]","[{""indicator_id"":""hicp_inflation"",""indicator_name"":""CPI / HICP 通胀率"",""observation_id"":""macro:austria:hicp_inflation:2025"",""year"":2025,""raw_value"":3.6,""unit"":""%"",""normalized_score"":36,""weight"":0.5,""weighted_contribution"":18,""source_name"":""Eurostat prc_hicp_aind / Statistics Austria STATcube"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=AT&coicop=CP00&unit=RCH_A_AVG"",""source_reliability"":""A""},{""indicator_id"":""unemployment_rate"",""indicator_name"":""失业率"",""observation_id"":""macro:austria:unemployment_rate:2025"",""year"":2025,""raw_value"":5.7,""unit"":""%"",""normalized_score"":37,""weight"":0.5,""weighted_contribution"":18.5,""source_name"":""Eurostat une_rt_a / Statistics Austria STATcube"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=AT&sex=T&age=Y15-74&unit=PC_ACT"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"fiscal_pressure","v0.50.0","奥地利","austria","59.4","stable","-1.1","[""政府债务/GDP：贡献 38.4 分"",""财政赤字/GDP：贡献 21.0 分""]","100","sufficient","medium","2026-08-11","2025","[""parity:austria:fiscal_balance_gdp:2025"",""parity:austria:government_debt_gdp:2025""]","[]","[{""indicator_id"":""fiscal_balance_gdp"",""indicator_name"":""财政赤字/GDP"",""observation_id"":""parity:austria:fiscal_balance_gdp:2025"",""year"":2025,""raw_value"":-4.2,""unit"":""% GDP"",""normalized_score"":42,""weight"":0.5,""weighted_contribution"":21,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=B9&geo=AT&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""},{""indicator_id"":""government_debt_gdp"",""indicator_name"":""政府债务/GDP"",""observation_id"":""parity:austria:government_debt_gdp:2025"",""year"":2025,""raw_value"":81.5,""unit"":""% GDP"",""normalized_score"":76.9,""weight"":0.5,""weighted_contribution"":38.4,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=GD&geo=AT&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"external_vulnerability","v0.50.0","奥地利","austria","39.5","falling","-5.4","[""能源进口依赖：贡献 27.8 分"",""经常账户/GDP：贡献 11.7 分""]","100","sufficient","medium","2026-08-11","2024","[""parity:austria:current_account_gdp:2024"",""parity:austria:energy_import_dependency:2024""]","[]","[{""indicator_id"":""current_account_gdp"",""indicator_name"":""经常账户/GDP"",""observation_id"":""parity:austria:current_account_gdp:2024"",""year"":2024,""raw_value"":1.5,""unit"":""% GDP"",""normalized_score"":23.3,""weight"":0.5,""weighted_contribution"":11.7,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?lang=en&freq=A&unit=PC_GDP&partner=WRL_REST&geo=AT&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""energy_import_dependency"",""indicator_name"":""能源进口依赖"",""observation_id"":""parity:austria:energy_import_dependency:2024"",""year"":2024,""raw_value"":53.325,""unit"":""%"",""normalized_score"":55.5,""weight"":0.5,""weighted_contribution"":27.8,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?lang=en&freq=A&unit=PC&siec=TOTAL&geo=AT&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"industrial_dependency","v0.70.0","奥地利","austria","36.2","falling","-4.1","[""对德国出口依赖：贡献 19.7 分"",""制造业占 GDP 比重：贡献 8.5 分""]","100","sufficient","medium","2026-08-11","2024","[""parity:austria:manufacturing_share_gdp:2024"",""parity:austria:automotive_export_share:2024"",""transmission:austria:germany_export_dependence:2024"",""transmission:austria:industrial_electricity_price:2024""]","[]","[{""indicator_id"":""manufacturing_share_gdp"",""indicator_name"":""制造业占 GDP 比重"",""observation_id"":""parity:austria:manufacturing_share_gdp:2024"",""year"":2024,""raw_value"":15.1,""unit"":""%"",""normalized_score"":34,""weight"":0.25,""weighted_contribution"":8.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=AT&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""automotive_export_share"",""indicator_name"":""汽车产业出口占比"",""observation_id"":""parity:austria:automotive_export_share:2024"",""year"":2024,""raw_value"":6.333,""unit"":""%"",""normalized_score"":3.3,""weight"":0.3,""weighted_contribution"":1,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=AT&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:austria:germany_export_dependence:2024"",""year"":2024,""raw_value"":29.653,""unit"":""% exports"",""normalized_score"":65.5,""weight"":0.3,""weighted_contribution"":19.7,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""},{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:austria:industrial_electricity_price:2024"",""year"":2024,""raw_value"":0.23955,""unit"":""欧元/kWh"",""normalized_score"":46.5,""weight"":0.15,""weighted_contribution"":7,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=AT&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"household_economic_pressure","v0.50.0","克罗地亚","croatia","36.5","stable","1.5","[""CPI / HICP 通胀率：贡献 22.0 分"",""失业率：贡献 14.5 分""]","100","sufficient","medium","2026-08-11","2025","[""macro:croatia:hicp_inflation:2025"",""macro:croatia:unemployment_rate:2025""]","[]","[{""indicator_id"":""hicp_inflation"",""indicator_name"":""CPI / HICP 通胀率"",""observation_id"":""macro:croatia:hicp_inflation:2025"",""year"":2025,""raw_value"":4.4,""unit"":""%"",""normalized_score"":44,""weight"":0.5,""weighted_contribution"":22,""source_name"":""Eurostat prc_hicp_aind / Croatian Bureau of Statistics Database"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=HR&coicop=CP00&unit=RCH_A_AVG"",""source_reliability"":""A""},{""indicator_id"":""unemployment_rate"",""indicator_name"":""失业率"",""observation_id"":""macro:croatia:unemployment_rate:2025"",""year"":2025,""raw_value"":4.9,""unit"":""%"",""normalized_score"":29,""weight"":0.5,""weighted_contribution"":14.5,""source_name"":""Eurostat une_rt_a / Croatian Bureau of Statistics Database"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=HR&sex=T&age=Y15-74&unit=PC_ACT"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"fiscal_pressure","v0.50.0","克罗地亚","croatia","37.7","rising","2.8","[""政府债务/GDP：贡献 22.7 分"",""财政赤字/GDP：贡献 15.0 分""]","100","sufficient","medium","2026-08-11","2025","[""parity:croatia:fiscal_balance_gdp:2025"",""parity:croatia:government_debt_gdp:2025""]","[]","[{""indicator_id"":""fiscal_balance_gdp"",""indicator_name"":""财政赤字/GDP"",""observation_id"":""parity:croatia:fiscal_balance_gdp:2025"",""year"":2025,""raw_value"":-3,""unit"":""% GDP"",""normalized_score"":30,""weight"":0.5,""weighted_contribution"":15,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=B9&geo=HR&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""},{""indicator_id"":""government_debt_gdp"",""indicator_name"":""政府债务/GDP"",""observation_id"":""parity:croatia:government_debt_gdp:2025"",""year"":2025,""raw_value"":56.3,""unit"":""% GDP"",""normalized_score"":45.4,""weight"":0.5,""weighted_contribution"":22.7,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=GD&geo=HR&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"external_vulnerability","v0.50.0","克罗地亚","croatia","57.3","rising","11.2","[""能源进口依赖：贡献 33.3 分"",""经常账户/GDP：贡献 24.0 分""]","100","sufficient","medium","2026-08-11","2024","[""parity:croatia:current_account_gdp:2024"",""parity:croatia:energy_import_dependency:2024""]","[]","[{""indicator_id"":""current_account_gdp"",""indicator_name"":""经常账户/GDP"",""observation_id"":""parity:croatia:current_account_gdp:2024"",""year"":2024,""raw_value"":-2.2,""unit"":""% GDP"",""normalized_score"":48,""weight"":0.5,""weighted_contribution"":24,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?lang=en&freq=A&unit=PC_GDP&partner=WRL_REST&geo=HR&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""energy_import_dependency"",""indicator_name"":""能源进口依赖"",""observation_id"":""parity:croatia:energy_import_dependency:2024"",""year"":2024,""raw_value"":59.929,""unit"":""%"",""normalized_score"":66.5,""weight"":0.5,""weighted_contribution"":33.3,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?lang=en&freq=A&unit=PC&siec=TOTAL&geo=HR&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"industrial_dependency","v0.70.0","克罗地亚","croatia","15.8","not_available",,"[""工业电价：贡献 9.9 分"",""制造业占 GDP 比重：贡献 3.7 分""]","100","sufficient","medium","2026-08-11","2023","[""parity:croatia:manufacturing_share_gdp:2023"",""parity:croatia:automotive_export_share:2023"",""transmission:croatia:germany_export_dependence:2023"",""transmission:croatia:industrial_electricity_price:2023""]","[]","[{""indicator_id"":""manufacturing_share_gdp"",""indicator_name"":""制造业占 GDP 比重"",""observation_id"":""parity:croatia:manufacturing_share_gdp:2023"",""year"":2023,""raw_value"":12.2,""unit"":""%"",""normalized_score"":14.7,""weight"":0.25,""weighted_contribution"":3.7,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=HR&sinceTimePeriod=2023&untilTimePeriod=2023"",""source_reliability"":""A""},{""indicator_id"":""automotive_export_share"",""indicator_name"":""汽车产业出口占比"",""observation_id"":""parity:croatia:automotive_export_share:2023"",""year"":2023,""raw_value"":0.961,""unit"":""%"",""normalized_score"":0,""weight"":0.3,""weighted_contribution"":0,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=HR&sinceTimePeriod=2023&untilTimePeriod=2023"",""source_reliability"":""A""},{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:croatia:germany_export_dependence:2023"",""year"":2023,""raw_value"":12.212,""unit"":""% exports"",""normalized_score"":7.4,""weight"":0.3,""weighted_contribution"":2.2,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2023&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""},{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:croatia:industrial_electricity_price:2023"",""year"":2023,""raw_value"":0.2975,""unit"":""欧元/kWh"",""normalized_score"":65.8,""weight"":0.15,""weighted_contribution"":9.9,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=HR&sinceTimePeriod=2023-S1&untilTimePeriod=2023-S1"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
